username,language
Salva2354,"[""ca-N"", ""en-3""]"
Salàs,"[""ca-N"", ""en-2"", ""oc-2""]"
Santanyiner,"[""ca-N"", ""en-4"", ""es-4"", ""it-2"", ""zh-1""]"
Sarud,"[""ca-N"", ""en-4"", ""es-N""]"
SastreO,"[""de-3"", ""en-3"", ""es-4"", ""ca-N""]"
Sebasweee,"[""es-N"", ""gl-2"", ""ja-1"", ""ca-N"", ""pt-2"", ""de-1"", ""en-3""]"
Senyor Esteve,"[""it-2"", ""ca-N"", ""en-2"", ""es-N"", ""fr-2""]"
SergiMM,"[""en-2"", ""es-N"", ""fr-1"", ""ca-N""]"
Serimayk,"[""ru-1"", ""ca-N"", ""en-2"", ""es-N"", ""fr-3""]"
Sheena book,"[""ca-N"", ""en-3"", ""es-4""]"
Silviaroca04,"[""ca-N"", ""en-3"", ""es-N""]"
Sitaberta,"[""ca-N"", ""en-2"", ""es-N""]"
Socialdilema,"[""ca-N"", ""en-2"", ""es-4""]"
Solerb,"[""ca-N"", ""en-3"", ""es-4""]"
Sorenike,"[""ja-1"", ""ca-N"", ""en-2"", ""es-N""]"
SpyridisioAnnis,"[""ca-1"", ""el-N"", ""en-4""]"
Ssola,"[""ca-N"", ""en-3"", ""es-4"", ""ko-1""]"
Suc de pinya,"[""fr-1"", ""pt-1"", ""ca-N"", ""en-4"", ""es-N""]"
Sylas,"[""ca-N"", ""de-1"", ""en-3"", ""es-N""]"
Tafol,"[""ca-N"", ""es-N""]"
Tecnoalcover,"[""es-N"", ""fr-2"", ""it-1"", ""ca-N"", ""en-2""]"
TeleMania,"[""it-2"", ""ca-4"", ""en-3"", ""es-N""]"
Teodoromix,"[""es-N"", ""ca-N""]"
The STB,"[""fr-2"", ""ca-N"", ""de-1"", ""en-1"", ""es-N""]"
Tiputini,"[""fr-4"", ""ca-5"", ""en-3"", ""es-N""]"
Titafreda,"[""en-2"", ""es-4"", ""ca-N""]"
Tomeu87,"[""ca-N""]"
Toni787,"[""ca-N"", ""en-3"", ""es-N"", ""fr-3""]"
Toniher,"[""es-N"", ""ro-1"", ""ca-N"", ""en-3""]"
ToniuBM,"[""es-N"", ""no-1"", ""ca-N"", ""en-3""]"
Townie,"[""de-1"", ""en-4"", ""es-4"", ""ca-N""]"
Trollramsac,"[""en-3"", ""es-N"", ""ca-N""]"
Trujuman,"[""en-3"", ""es-N"", ""fa-1"", ""ar-2"", ""fr-1"", ""ca-N"", ""de-1""]"
Umrhubhe,"[""es-N"", ""fr-1"", ""id-0"", ""ca-N"", ""de-2"", ""en-2""]"
Un negre,"[""ca-N"", ""en-3"", ""es-4""]"
Unapersona,"[""en-3"", ""eo-1"", ""es-4"", ""ca-N""]"
Valdoria,"[""es-N"", ""eu-1"", ""en-3""]"
Vallue,"[""es-N"", ""ca-N"", ""en-2""]"
Vanished user e175adb86e72bb96a1706f7ab31b9df8,"[""en-4"", ""es-N"", ""fr-2"", ""ca-N"", ""de-3""]"
VerusPhoebusApollo,"[""ca-N"", ""de-4"", ""en-4"", ""la-1"", ""oc-1""]"
Vicent2Mar,"[""ca-N"", ""es-N"", ""fr-4""]"
Victorvicente03,"[""es-N"", ""fr-1"", ""ca-N"", ""en-4""]"
Vigoga 97,"[""ca-N"", ""en-3"", ""es-N""]"
Vinividivincci,"[""fr-1"", ""ca-N"", ""en-3"", ""es-N""]"
Vmitjans,"[""ca-N"", ""de-3"", ""en-3"", ""es-4""]"
Voraviu,"[""ca-N"", ""en-2"", ""es-4""]"
Vriullop,"[""ca-N"", ""en-2"", ""es-4"", ""fr-2""]"
Vsuarezp,"[""gl-2"", ""ast-N"", ""ca-2"", ""en-2"", ""es-N""]"
Vulcano,"[""fr-2"", ""ca-N"", ""de-1"", ""en-1"", ""es-N""]"
Watashi ha,"[""es-4"", ""fr-N"", ""ca-N"", ""ja-1"", ""el-0"", ""la-1"", ""en-3"", ""ru-2"", ""eo-3""]"
Wgarcia,"[""ca-4"", ""de-2"", ""en-4"", ""es-N""]"
Whochismo,"[""fr-3"", ""ca-N"", ""en-3"", ""eo-2"", ""es-N""]"
Wilalpha50,"[""en-1"", ""es-2"", ""pt-N"", ""ca-1""]"
Willy31igd,"[""fr-2"", ""la-1"", ""oc-1"", ""ca-N"", ""en-2"", ""es-4""]"
XTzzzz,"[""pt-1"", ""ca-N"", ""en-4"", ""es-N"", ""fr-2"", ""it-1""]"
Xacòina,"[""ca-N"", ""en-2"", ""es-4"", ""pt-3""]"
Xavi Garcia Campos,"[""it-1"", ""ca-N"", ""en-3"", ""es-N""]"
Xaviaranda,"[""es-5"", ""ca-N"", ""en-2""]"
Xavier Dengra,"[""es-N"", ""fr-2"", ""ca-N"", ""nl-2"", ""da-1"", ""oc-1"", ""de-1"", ""en-4""]"
Xavivars,"[""ca-N"", ""en-2"", ""es-4"", ""fr-1""]"
XavsWC,"[""en-3"", ""es-N"", ""pt-1"", ""ca-N""]"
Xbosch,"[""ca-N"", ""en-3"", ""es-N""]"
Xgraub,"[""ca-N"", ""en-4"", ""es-4"", ""fr-2""]"
Xurugetu,"[""it-3"", ""de-3"", ""nl-2"", ""en-4"", ""pt-4"", ""es-N"", ""af-1"", ""fr-4"", ""ast-N"", ""gl-N"", ""ca-N""]"
Yuanga,"[""en-3"", ""es-N"", ""fr-1"", ""ca-N""]"
Yui K~cawiki,"[""en-3"", ""es-4"", ""ca-N""]"
Yunaz1963,"[""de-2"", ""en-4"", ""es-N"", ""fr-4"", ""pt-N"", ""ca-N""]"
Zeltzarian,"[""en-3"", ""es-4"", ""lij-2"", ""an-2"", ""ast-1"", ""ca-N""]"
ÀlvarBF,"[""ca-N"", ""en-3"", ""es-N""]"
Álvaro M,"[""ca-N"", ""en-1"", ""es-N""]"
