username,language
Ilceltico,"[""en-N"", ""fr-1"", ""it-N""]"
Iloveinter,"[""en-3"", ""es-2"", ""it-N"", ""de-3""]"
ImNathaniel,"[""it-N"", ""nap-N"", ""en-4"", ""es-1"", ""fr-3""]"
Imrahillo,"[""fr-1"", ""it-N"", ""en-3""]"
Incola,"[""en-3"", ""it-N""]"
IndyJr,"[""en-2"", ""it-N""]"
Inskatolata,"[""fr-2"", ""it-N"", ""de-2"", ""en-4"", ""es-4""]"
Interista08,"[""it-N"", ""de-1"", ""en-3"", ""fr-3""]"
Iopensa,"[""en-3"", ""fr-3"", ""it-N"", ""de-1""]"
Iosonomichele1234,"[""hu-3"", ""it-N"", ""vec-2"", ""en-4"", ""fr-1""]"
ItalianContributor,"[""en-4"", ""it-N""]"
Italicus84,"[""it-N"", ""en-3""]"
Jack28,"[""it-N"", ""en-3""]"
Jaconoeuv,"[""it-N"", ""lmo-2"", ""en-1"", ""fr-1""]"
Jacopo Deias,"[""en-2"", ""es-4"", ""it-N"", ""sc-2"", ""de-1""]"
Jamesmbr,"[""it-3"", ""pt-N"", ""en-3""]"
Jaybee42,"[""en-2"", ""it-N""]"
Jayro79,"[""en-2"", ""it-N""]"
Jelfed,"[""en-1"", ""fr-1"", ""it-N""]"
Johnjohn87,"[""scn-1"", ""de-1"", ""en-3"", ""it-N""]"
Josephine1395,"[""en-3"", ""fr-3"", ""it-N""]"
Jsmoran,"[""en-4"", ""fr-1"", ""it-N"", ""sc-1""]"
Jynjyn,"[""en-3"", ""it-N""]"
Jäger Meister Aemon,"[""en-3"", ""it-N"", ""la-2""]"
KC2001,"[""it-N""]"
Kabky,"[""en-3"", ""it-N""]"
Kaga tau,"[""en-3"", ""es-1"", ""fr-2"", ""it-N""]"
Kakolukia,"[""lmo-1"", ""en-2"", ""it-N"", ""la-2""]"
Kar.ma,"[""en-3"", ""it-N""]"
Kaspo,"[""en-2"", ""it-N""]"
Kazmi,"[""ur-N"", ""ar-2"", ""en-3"", ""es-1"", ""it-3"", ""pt-1""]"
Keegan69,"[""en-2"", ""it-N""]"
Kiamlaluno,"[""en-3"", ""it-N""]"
Kimahri88,"[""en-3"", ""it-N""]"
Kirk39,"[""fr-2"", ""it-N"", ""pt-1"", ""en-1"", ""es-4""]"
Klabr,"[""it-N"", ""scn-N"", ""en-1"", ""fr-1""]"
Klauswiki,"[""de-1"", ""en-1"", ""it-N"", ""la-1""]"
Kolza1976,"[""en-3"", ""it-N"", ""lmo-N""]"
KoriAna 1,"[""el-3"", ""en-2"", ""es-4"", ""fr-2"", ""de-N"", ""it-N""]"
KrovatarGERO,"[""it-N"", ""lmo-N""]"
Kruiser,"[""en-3"", ""es-3"", ""it-N""]"
L'inventore,"[""en-4"", ""it-N"", ""la-2""]"
L0ll0,"[""en-1"", ""it-N""]"
L219wiki,"[""en-5"", ""it-N""]"
LIL.PAOLO,"[""en-3"", ""fr-2"", ""it-N""]"
La paletta,"[""en-3"", ""fr-1"", ""it-N""]"
LadyLyanna,"[""en-3"", ""fr-2"", ""it-N"", ""sc-N""]"
Larry the legend,"[""en-2"", ""es-1"", ""fr-1"", ""it-N""]"
LauraCiga,"[""de-2"", ""en-3"", ""fr-3"", ""it-N""]"
Laurentius,"[""en-3"", ""es-1"", ""it-N"", ""la-1""]"
Laxr,"[""es-1"", ""it-N"", ""en-2""]"
Lcb444,"[""it-N"", ""en-3""]"
Learts,"[""en-3"", ""it-N""]"
Leo Fiesoli,"[""en-4"", ""it-N""]"
Leo Mercury,"[""de-1"", ""en-2"", ""es-1"", ""it-N""]"
Leo Pasini,"[""de-1"", ""en-2"", ""fr-2"", ""it-N""]"
Leoguasti,"[""en-2"", ""it-N""]"
Lependu,"[""fr-2"", ""id-1"", ""it-N"", ""la-1"", ""lij-3"", ""en-3""]"
Lepido,"[""it-N"", ""en-2"", ""es-1""]"
Lichinga,"[""es-3"", ""fr-2"", ""it-N"", ""pt-3"", ""ro-1"", ""en-3""]"
Lifeindeath,"[""en-2"", ""it-N""]"
Lisa Longhi (BEIC),"[""it-N"", ""la-3"", ""de-0"", ""en-3"", ""es-1"", ""fr-1""]"
Livio Avalle,"[""en-3"", ""it-N""]"
Liviojavi,"[""lmo-5"", ""eo-3"", ""vec-3"", ""nap-5"", ""es-4"", ""ca-3"", ""ro-2"", ""fr-2"", ""el-2"", ""ru-1"", ""oc-1"", ""it-N"", ""eml-N"", ""scn-2"", ""pms-1"", ""la-1"", ""en-3"", ""uk-1"", ""pt-3""]"
Llorenzi,"[""it-N"", ""pl-1"", ""de-2"", ""en-3"", ""es-1"", ""fr-1""]"
Lmelk,"[""en-4"", ""es-2"", ""it-N"", ""ja-1"", ""de-1""]"
Lorem Ipsum,"[""it-N"", ""la-2"", ""en-3"", ""fr-1""]"
LorenzoPa,"[""la-2"", ""de-2"", ""en-3"", ""it-N""]"
Lory.it,"[""nap-3"", ""en-3"", ""it-N"", ""la-2""]"
Lorypigghy97,"[""en-4"", ""fr-1"", ""it-N""]"
Loryzeta33,"[""it-N""]"
Lou Crazy,"[""la-1"", ""en-4"", ""eo-0"", ""es-1"", ""fr-3"", ""it-N""]"
Louis hi,"[""it-N"", ""ca-3"", ""no-1"", ""de-1"", ""pt-3"", ""en-4"", ""ru-1"", ""es-4"", ""fr-2""]"
Loukap,"[""it-N"", ""ru-1"", ""en-4"", ""es-4""]"
Lu pasci,"[""it-N""]"
Luca Beccari,"[""it-N""]"
Luca Dell'Orto,"[""en-3"", ""it-N""]"
Luca Marseglia,"[""en-3"", ""fr-1"", ""it-N""]"
LucaLindholm,"[""en-1"", ""it-N"", ""sv-1""]"
Lucam74,"[""la-1"", ""en-2"", ""it-N""]"
Lucamauri,"[""fr-1"", ""it-N"", ""la-1"", ""en-2"", ""es-0""]"
Lucas Averini,"[""la-2"", ""en-3"", ""es-1"", ""fr-1"", ""it-N""]"
Lucauniverso,"[""en-3"", ""it-N"", ""la-1""]"
Lucazuccaro,"[""fr-3"", ""it-N"", ""la-1"", ""en-4""]"
Luciano Coda,"[""en-3"", ""fr-2"", ""it-N"", ""de-1""]"
Luckyz,"[""en-3"", ""it-N""]"
Lucretius,"[""en-4"", ""es-2"", ""fr-2"", ""it-N""]"
Luigi Di Rico,"[""it-N"", ""en-1""]"
Luigi Salvatore Vadacchino,"[""fr-3"", ""ru-1"", ""it-N"", ""bg-1"", ""scn-4"", ""lmo-1"", ""de-1"", ""nl-1"", ""en-2"", ""pms-1"", ""es-4"", ""pt-1""]"
Luigi.d,"[""en-2"", ""es-1"", ""it-N""]"
LuigiPetrella,"[""en-2"", ""it-N""]"
Lukedes,"[""es-1"", ""it-N"", ""en-2""]"
Lulaichan,"[""it-N"", ""en-4"", ""ja-2"", ""eo-2"", ""nap-2"", ""es-3"", ""vec-1"", ""fr-3"", ""hr-1""]"
Luogosegreto,"[""en-2"", ""it-N""]"
Luvi~itwiki,"[""en-3"", ""it-N"", ""pt-1""]"
Luzz,"[""en-N"", ""it-N"", ""la-1""]"
M&A,"[""it-N"", ""lmo-3"", ""en-3""]"
M.Riccardo,"[""it-N"", ""en-3"", ""fr-1""]"
M.violante,"[""en-2"", ""it-N""]"
MIKHEIL,"[""fr-3"", ""ka-N"", ""ru-2"", ""en-3"", ""es-1""]"
MLWatts,"[""de-1"", ""en-3"", ""fr-3"", ""it-N""]"
Mac'ero,"[""fr-2"", ""it-N"", ""en-2""]"
Makkia91,"[""en-1"", ""fr-1"", ""it-N""]"
Manfre87,"[""it-N"", ""eml-N"", ""en-3""]"
Manmatteo,"[""vec-4"", ""en-4"", ""es-2"", ""fr-3"", ""it-N""]"
Mannivu,"[""de-2"", ""en-3"", ""fr-1"", ""it-N"", ""lmo-3""]"
Manuelarosi,"[""it-N""]"
Mara Persello (BEIC),"[""en-3"", ""it-N"", ""de-3""]"
Marcel Bergeret,"[""en-3"", ""es-2"", ""fr-3"", ""it-N"", ""la-1""]"
Marchitelli,"[""en-2"", ""fr-2"", ""it-N""]"
Marco Chemello (Unipd),"[""vec-1"", ""en-3"", ""es-1"", ""fr-1"", ""it-N"", ""la-1"", ""de-0""]"
Marco Chemello (WMIT),"[""vec-1"", ""en-3"", ""es-1"", ""fr-1"", ""it-N"", ""la-1"", ""de-0""]"
Marco Ciaramella,"[""it-N""]"
Marco Plassio,"[""pms-N"", ""en-1"", ""fr-1"", ""it-N""]"
Marco Vecchione,"[""en-4"", ""it-N""]"
MarcoV99,"[""en-4"", ""fr-1"", ""it-N""]"
Marcoamato702,"[""en-3"", ""fr-1"", ""it-N""]"
Marcok,"[""es-1"", ""fr-1"", ""it-N"", ""la-1"", ""vec-1"", ""en-3""]"
Marcomogollon,"[""es-N"", ""fr-1"", ""it-1"", ""pt-1"", ""en-2""]"
Marcordb,"[""fr-2"", ""it-N"", ""en-3""]"
Marcwncs,"[""la-4"", ""en-3"", ""it-N""]"
MariDeSal,"[""en-3"", ""it-N""]"
Marinabelli,"[""en-4"", ""es-2"", ""it-N""]"
Marioguitar,"[""en-2"", ""it-N""]"
Marius~itwiki,"[""en-3"", ""fr-1"", ""it-N"", ""la-1""]"
Markanakin,"[""it-N"", ""lmo-1"", ""en-3"", ""fr-1""]"
Markokramit,"[""en-2"", ""es-1"", ""fr-2"", ""it-N""]"
Martindle,"[""en-4"", ""es-2"", ""fr-3"", ""it-N"", ""sc-1""]"
Martinligabue,"[""eml-1"", ""en-3"", ""es-2"", ""it-N""]"
Marzia Bona (OBC),"[""en-3"", ""it-N""]"
MarziaRossi,"[""en-3"", ""it-N""]"
Mason92bs,"[""en-2"", ""it-N""]"
Massenzio2020,"[""fr-2"", ""it-N"", ""de-3"", ""en-2"", ""es-2""]"
Massimo Petrossi,"[""es-1"", ""fr-1"", ""it-N"", ""de-1"", ""la-2"", ""en-2""]"
Massimozanardi,"[""nap-2"", ""en-2"", ""fr-2"", ""hr-1"", ""it-N""]"
Mastrocom,"[""ru-2"", ""en-3"", ""it-N""]"
Mat4free,"[""en-3"", ""fr-1"", ""it-N""]"
MatRow,"[""en-4"", ""es-2"", ""fr-1"", ""it-N"", ""de-1""]"
Matte987,"[""en-2"", ""eo-1"", ""es-1"", ""it-N""]"
Mattehs,"[""en-2"", ""es-1"", ""it-N""]"
Mattemod,"[""en-4"", ""it-N""]"
Matteo Colomba,"[""en-3"", ""fr-2"", ""fur-N"", ""it-N"", ""la-2""]"
Matteozanin,"[""en-2"", ""it-N"", ""de-1""]"
MatthewGhera,"[""en-2"", ""it-N""]"
Mattia Luigi Nappi,"[""fr-3"", ""it-N"", ""la-1"", ""nap-1"", ""en-3""]"
Mattia20,"[""en-2"", ""it-N"", ""ru-1"", ""de-2""]"
MattiaMa,"[""en-2"", ""it-N"", ""vec-2""]"
Maurindaco,"[""it-N"", ""en-2""]"
Mauriziomarzano,"[""it-N"", ""en-1"", ""fr-1""]"
Maxmarwiki,"[""en-N"", ""es-4"", ""fr-4"", ""it-N""]"
Maybe75,"[""en-2"", ""it-N""]"
Mcampestrin,"[""it-N"", ""en-3""]"
Mcapdevila,"[""fr-4"", ""it-3"", ""ca-N"", ""la-2"", ""de-1"", ""pt-2"", ""en-4"", ""es-N""]"
Melanzio,"[""vec-3"", ""fr-2"", ""it-N"", ""la-3"", ""cy-1"", ""lld-3"", ""de-1"", ""lmo-2"", ""en-4""]"
Melquíades,"[""it-N"", ""la-1"", ""de-3"", ""pt-1"", ""en-3"", ""fr-4""]"
Menu82,"[""scn-N"", ""en-2"", ""it-N""]"
Meriso,"[""el-4"", ""en-3"", ""fr-1"", ""hi-2"", ""it-N"", ""de-2""]"
Mess,"[""es-1"", ""fr-1"", ""it-N"", ""nap-N"", ""en-1""]"
Mhorg,"[""en-2"", ""it-N"", ""ru-1""]"
Michael Igol,"[""en-1"", ""es-1"", ""it-N""]"
Michele Crudele,"[""it-N"", ""la-1"", ""en-3"", ""es-3""]"
Michele Lazzari,"[""it-N"", ""en-3"", ""la-1"", ""eo-3"", ""pt-1"", ""es-1"", ""fr-3"", ""ca-1"", ""ga-1"", ""cy-2""]"
Michelino12,"[""es-1"", ""fr-1"", ""it-N"", ""en-3""]"
Michi81,"[""de-3"", ""en-3"", ""fr-3"", ""es-3"", ""it-N""]"
Mickey83,"[""en-3"", ""es-2"", ""fr-1"", ""it-N""]"
Mikceo,"[""nap-1"", ""de-1"", ""pt-1"", ""en-2"", ""es-2"", ""fr-2"", ""it-N""]"
Mikko Gamba,"[""fr-1"", ""it-N"", ""en-3"", ""es-1""]"
MikyMaf,"[""en-3"", ""es-1"", ""it-N""]"
Milazzi,"[""el-1"", ""en-3"", ""it-N"", ""la-2"", ""vec-N"", ""de-1""]"
MinaKura,"[""en-5"", ""fr-5"", ""it-N""]"
Ming mm,"[""en-2"", ""it-N""]"
Miomiya,"[""fr-2"", ""it-N"", ""ja-1"", ""en-4"", ""es-1""]"
Mlr.civicamilano,"[""en-3"", ""it-N"", ""ru-2""]"
Mmargherita97,"[""ru-3"", ""en-5"", ""es-4"", ""fr-4"", ""hr-3"", ""it-N""]"
Montrot,"[""de-1"", ""en-2"", ""es-1"", ""it-N""]"
Moongateclimber,"[""sw-1"", ""en-3"", ""it-N""]"
Morley~itwiki,"[""it-N"", ""en-3""]"
Moroboshi,"[""en-2"", ""it-N""]"
Moroder,"[""en-3"", ""fr-2"", ""it-4"", ""la-1"", ""lld-N"", ""de-4""]"
Mousegraph,"[""vec-1"", ""en-2"", ""es-1"", ""it-N"", ""scn-4""]"
Murales29,"[""it-N""]"
Mvence,"[""es-N"", ""fr-2"", ""gl-N"", ""it-1"", ""pt-3"", ""en-2""]"
N.Longo,"[""it-N"", ""lij-2"", ""en-2""]"
N83,"[""en-3"", ""it-N""]"
Nanopomponio,"[""pms-3"", ""de-1"", ""en-2"", ""fr-3"", ""it-N""]"
Nano~itwiki,"[""la-2"", ""en-3"", ""it-N""]"
Nastoshka,"[""eo-1"", ""pt-1"", ""fr-2"", ""ang-2"", ""ru-N"", ""da-1"", ""sv-5"", ""it-N"", ""de-3"", ""la-3"", ""en-3"", ""no-2""]"
NathanGazzola,"[""en-N"", ""it-N"", ""ko-1"", ""sv-2""]"
Naturista2018,"[""ro-1"", ""it-3"", ""de-3"", ""ru-1"", ""ja-1"", ""en-3"", ""vi-1"", ""mg-1"", ""es-N"", ""zh-1"", ""pl-1"", ""fr-3"", ""ar-1"", ""pt-3"", ""hu-1"", ""bs-1""]"
Navarco,"[""pt-1"", ""de-1"", ""en-3"", ""es-3"", ""fr-1"", ""it-N""]"
Nehme1499,"[""en-N"", ""es-1"", ""it-N""]"
Neminis,"[""es-1"", ""it-N"", ""nap-N"", ""en-3""]"
Nemomnis,"[""en-3"", ""it-N"", ""la-2""]"
Neq00,"[""de-1"", ""en-3"", ""it-N""]"
Nicht,"[""it-N"", ""en-2""]"
Nick31629,"[""ja-1"", ""en-2"", ""es-1"", ""it-N""]"
Nickanc,"[""it-N"", ""ja-0"", ""la-1"", ""de-1"", ""en-3"", ""fr-2""]"
Nico86roma,"[""en-3"", ""fr-1"", ""it-N""]"
Nicola Romani,"[""it-N"", ""pt-1"", ""ro-1"", ""en-4"", ""es-1"", ""fr-2""]"
Nicola-non-Tesla,"[""en-3"", ""it-N""]"
NicolaF,"[""en-1"", ""it-N"", ""nap-N""]"
Nicolaye,"[""en-2"", ""es-1"", ""it-N"", ""de-1""]"
Nicolò Zanini,"[""fr-1"", ""it-N"", ""en-3"", ""es-1""]"
Nicosecci,"[""en-3"", ""es-2"", ""fr-0"", ""it-N"", ""pl-N"", ""sc-0""]"
NikTax,"[""fr-2"", ""it-N"", ""la-1"", ""en-3"", ""es-1""]"
Nilo1926,"[""en-2"", ""es-2"", ""it-N""]"
No1guy,"[""en-3"", ""it-N"", ""ja-1""]"
Noire382,"[""es-2"", ""fr-2"", ""it-N"", ""de-1"", ""en-3""]"
Nonno88,"[""es-2"", ""fr-2"", ""it-N"", ""de-1"", ""en-3""]"
NosFeral,"[""en-2"", ""it-N""]"
Nottedeluce,"[""ca-N"", ""fr-N"", ""de-1"", ""gl-1"", ""en-3"", ""it-3"", ""es-N"", ""eu-1"", ""an-1"", ""ext-1""]"
Nowareart,"[""en-3"", ""it-N""]"
Nubifer,"[""en-3"", ""it-N""]"
Nuovoastro,"[""fr-3"", ""it-N"", ""la-1"", ""en-2"", ""es-1""]"
Nymadur,"[""ru-2"", ""en-3"", ""it-N"", ""no-2""]"
Nyrk,"[""en-2"", ""fr-1"", ""it-N"", ""la-1""]"
Oakwood,"[""en-3"", ""fr-2"", ""it-N"", ""nap-N""]"
Omino di carta,"[""fr-1"", ""it-N"", ""de-1"", ""en-2"", ""eo-1""]"
Opawe,"[""it-N"", ""lmo-1"", ""en-2"", ""fr-1""]"
Opeth78,"[""en-N"", ""es-4"", ""it-N""]"
Or1onSh,"[""la-1"", ""en-2"", ""eo-1"", ""es-1"", ""it-N""]"
OrbiliusMagister,"[""en-3"", ""it-N"", ""la-3"", ""vec-2""]"
Ossistyl,"[""it-N""]"
Paellotron,"[""ary-N"", ""en-3"", ""fr-2"", ""it-N"", ""shi-0""]"
Pagati,"[""es-1"", ""fur-1"", ""it-N"", ""vec-N"", ""de-2"", ""en-3""]"
Pahi,"[""en-4"", ""es-4"", ""fr-4"", ""it-4"", ""ca-3"", ""pt-3"", ""de-N""]"
PandeF,"[""de-2"", ""en-4"", ""it-N"", ""la-1""]"
Paola Liliana Buttiglione,"[""en-2"", ""it-N"", ""la-2""]"
Paolo 1108,"[""es-3"", ""fr-0"", ""it-N"", ""de-0"", ""en-4""]"
Paperoastro,"[""it-N"", ""en-3"", ""es-2"", ""fr-2""]"
Papuca23,"[""es-2"", ""it-N"", ""lmo-1"", ""en-4""]"
Parra,"[""fr-2"", ""it-N"", ""la-3"", ""en-1""]"
Paskwiki,"[""it-N"", ""nap-N""]"
Patafisik,"[""en-2"", ""fr-3"", ""it-N""]"
Patrolet,"[""en-3"", ""fr-1"", ""it-N""]"
Pcastellina,"[""fr-2"", ""ia-2"", ""it-N"", ""pms-3"", ""de-1"", ""en-3""]"
Pegakena2,"[""en-2"", ""fr-N"", ""it-N""]"
Pep-k,"[""fr-2"", ""it-N"", ""ja-1"", ""pl-1"", ""en-3"", ""es-1""]"
PeppeAeco,"[""it-N"", ""nap-N"", ""scn-3"", ""en-3"", ""es-2"", ""fr-1""]"
Peppeb90,"[""it-N"", ""en-2"", ""fr-1""]"
Pequod76,"[""la-2"", ""sw-1"", ""en-3"", ""es-3"", ""fr-2"", ""it-N""]"
Peredesaportella,"[""ca-N"", ""en-3"", ""es-N"", ""it-2""]"
Pettorato,"[""en-3"", ""es-4"", ""eu-1"", ""it-N"", ""ca-2""]"
Pic57,"[""en-2"", ""it-N"", ""la-3""]"
Piccolabionda,"[""la-1"", ""de-1"", ""en-4"", ""fr-3"", ""it-N""]"
Pier Giann,"[""fr-1"", ""it-N"", ""la-1"", ""en-3"", ""es-1""]"
Pierangelo66,"[""en-2"", ""it-N""]"
Pierluigi05,"[""es-1"", ""it-N"", ""en-2""]"
Pierpao,"[""it-N"", ""bar-1"", ""ca-1"", ""pt-1"", ""de-1"", ""en-3"", ""es-2"", ""fr-2""]"
Pietro,"[""pt-1"", ""en-3"", ""es-2"", ""fr-1"", ""it-N""]"
Pigr8,"[""en-3"", ""es-2"", ""fr-1"", ""it-N"", ""la-2""]"
Pinea,"[""en-4"", ""fr-2"", ""it-N"", ""la-3""]"
Pinocchionline,"[""it-N"", ""ko-1"", ""en-5"", ""fr-2""]"
Pipinoiltop,"[""en-3"", ""it-N"", ""vec-3""]"
Pirrica,"[""it-N""]"
Pixlex,"[""el-1"", ""en-3"", ""it-N"", ""la-1""]"
Pizza84,"[""en-3"", ""es-2"", ""it-N"", ""pl-1""]"
Plazzus,"[""en-3"", ""it-N""]"
Pleasant94,"[""en-3"", ""it-N""]"
Plumbago Capensis,"[""es-2"", ""fr-3"", ""it-N"", ""la-1"", ""pt-1"", ""en-4""]"
Pmarco,"[""it-N"", ""la-2"", ""en-3""]"
Powerslick70,"[""en-2"", ""it-N""]"
Ppong.it,"[""es-3"", ""it-N"", ""en-3""]"
PrinceMy,"[""en-2"", ""fr-1"", ""it-N""]"
PrincipeRoby,"[""it-N"", ""lmo-3""]"
Ptolemaios,"[""el-1"", ""la-1"", ""en-2"", ""nl-1"", ""es-1"", ""fr-4"", ""de-3"", ""it-N""]"
Pugliak,"[""it-N"", ""la-1"", ""en-3""]"
Pugliesig,"[""en-3"", ""es-2"", ""it-N"", ""scn-3""]"
Pwinger,"[""en-3"", ""it-N""]"
RAC2000,"[""en-3"", ""it-N""]"
Raffaelemzz,"[""en-3"", ""it-N""]"
Raiko,"[""en-3"", ""fr-1"", ""it-N"", ""lij-3""]"
Raining,"[""es-1"", ""fr-0"", ""it-N"", ""la-1"", ""lij-2"", ""en-2""]"
Ramying,"[""en-3"", ""fr-1"", ""it-N"", ""la-1"", ""lmo-3""]"
Razzairpina,"[""nap-N"", ""scn-1"", ""en-2"", ""es-1"", ""it-N"", ""la-1""]"
Rdelre,"[""la-2"", ""en-3"", ""eo-3"", ""es-2"", ""fr-2"", ""it-N"", ""de-1""]"
RedDead720,"[""en-2"", ""it-N""]"
Redjedi23,"[""en-3"", ""it-N""]"
Redkefy,"[""en-1"", ""it-N""]"
ReiraReira,"[""de-4"", ""en-4"", ""it-N""]"
Restu20,"[""la-1"", ""en-3"", ""fr-1"", ""it-N""]"
Retignano,"[""fr-1"", ""it-N"", ""la-1"", ""en-2""]"
Revenant Gun,"[""en-4"", ""it-N""]"
Rhode-Moyer,"[""pt-1"", ""en-3"", ""es-3"", ""fr-1"", ""gl-2"", ""it-N"", ""ca-4""]"
Ri4tito,"[""en-3"", ""es-3"", ""fr-2"", ""it-N"", ""de-1""]"
Riccardo Fangarezzi,"[""vec-1"", ""es-1"", ""fr-1"", ""it-N"", ""lmo-3"", ""eml-3"", ""nap-1"", ""en-3""]"
RiccardoCavaliere,"[""en-2"", ""it-N""]"
RiccardoFila,"[""fr-1"", ""it-N"", ""ja-0"", ""vec-N"", ""en-2""]"
Ricercastorica,"[""es-1"", ""fr-5"", ""it-N"", ""en-3""]"
RickTab,"[""en-3"", ""it-N"", ""de-1""]"
Ripepette,"[""it-N"", ""en-3""]"
Ritsurin98,"[""sl-N"", ""en-3"", ""it-N"", ""ja-3""]"
Rl89,"[""en-3"", ""it-N""]"
Roberto.astuto,"[""de-3"", ""tr-2"", ""en-4"", ""es-1"", ""fr-1"", ""it-N"", ""la-2""]"
Rocco200088,"[""en-1"", ""it-N""]"
Rodamón4,"[""es-4"", ""fr-0"", ""gl-3"", ""an-1"", ""oc-1"", ""ca-N"", ""en-3""]"
Rodolfo Baraldini,"[""es-2"", ""fr-2"", ""it-N"", ""de-1"", ""en-3""]"
Ropaolo,"[""en-1"", ""fr-2"", ""it-N"", ""ro-3""]"
Rossella Vignola (OBC),"[""it-N"", ""en-3"", ""fr-1""]"
Roverea,"[""it-1"", ""de-1"", ""en-4"", ""fr-N""]"
STS Manager,"[""en-3"", ""es-1"", ""it-N"", ""la-2"", ""de-0""]"
Sabio Faba,"[""it-N"", ""en-3"", ""es-2"", ""fr-1""]"
Sabiusaugustus,"[""pt-N"", ""fr-2"", ""it-2"", ""ja-1"", ""de-1"", ""la-2"", ""en-2"", ""oc-1"", ""es-2""]"
Sacesss,"[""it-N"", ""en-3"", ""es-1"", ""fr-1""]"
Sailko,"[""es-2"", ""fr-1"", ""it-N"", ""ja-1"", ""en-3""]"
Samu204c,"[""en-2"", ""es-0"", ""fr-1"", ""it-N"", ""la-1""]"
Samuele1607,"[""en-3"", ""es-3"", ""it-N"", ""la-2"", ""de-1""]"
Sanghino,"[""en-1"", ""it-N""]"
Sanremofilo,"[""it-N"", ""la-1"", ""scn-1"", ""en-2"", ""es-1"", ""fr-2""]"
SaraZara92,"[""en-3"", ""es-2"", ""fr-1"", ""it-N"", ""nl-1""]"
Saver47,"[""fr-1"", ""it-N"", ""la-1"", ""nap-N"", ""en-2""]"
Sbisolo,"[""it-N"", ""en-2"", ""fr-1""]"
Sboccia,"[""en-3"", ""it-N"", ""lmo-3""]"
Scari,"[""fr-1"", ""it-N"", ""la-1"", ""pt-1"", ""en-2"", ""es-1""]"
Sciking,"[""en-2"", ""es-1"", ""it-N"", ""lmo-N"", ""ca-1""]"
Scorpjo,"[""en-3"", ""es-3"", ""fr-1"", ""it-N""]"
SebastianoPistore,"[""en-2"", ""it-N""]"
Seembax,"[""it-N"", ""en-3"", ""es-1""]"
Selenamat,"[""en-5"", ""es-3"", ""it-N"", ""ja-1""]"
Selven,"[""en-3"", ""it-N""]"
Sesquipedale,"[""it-N"", ""la-1"", ""en-2""]"
Shalissa00,"[""en-3"", ""es-1"", ""fr-1"", ""it-N""]"
Sicurocanasta,"[""it-N"", ""en-3"", ""fr-1""]"
SigQualc1,"[""zh-1"", ""fr-1"", ""it-N"", ""de-1"", ""la-3"", ""en-5"", ""lmo-N"", ""es-1""]"
Sigfdsd,"[""la-2"", ""pt-1"", ""en-3"", ""it-N""]"
Silvia Girometti,"[""de-2"", ""en-2"", ""fr-2"", ""it-N""]"
Silvia.L23,"[""en-3"", ""fr-1"", ""it-N"", ""la-3""]"
Silviakuna,"[""en-3"", ""es-1"", ""fr-2"", ""it-N""]"
Simon sid,"[""it-N"", ""en-2""]"
Simone Biancolilla,"[""it-N"", ""ja-1"", ""en-2"", ""fr-1""]"
Simone Parisotto,"[""en-3"", ""it-N""]"
Simone Poscente,"[""en-4"", ""fr-1"", ""it-N""]"
Simone.httas,"[""en-3"", ""fr-1"", ""it-N"", ""pms-N""]"
Sinigagl,"[""it-N"", ""la-1"", ""lmo-2"", ""no-1"", ""en-3"", ""es-1""]"
Skewerino,"[""en-3"", ""fr-1"", ""it-N""]"
SkyscrapersMaster,"[""en-3"", ""fr-1"", ""it-N"", ""la-2""]"
Smashfanful,"[""it-N"", ""nap-1"", ""en-5""]"
Solipsistico,"[""en-2"", ""fr-1"", ""it-N""]"
Sommacal alfonso,"[""de-1"", ""en-3"", ""it-N""]"
SonoFrussi,"[""it-N"", ""en-3""]"
Soujak,"[""en-4"", ""fr-2"", ""it-N""]"
SperelliWiki,"[""en-3"", ""es-2"", ""fr-1"", ""it-N""]"
Spinoziano (BEIC),"[""it-N"", ""ja-2"", ""la-2"", ""en-3""]"
Srobodao84,"[""en-3"", ""it-N""]"
St3040,"[""fr-1"", ""it-N"", ""pms-1"", ""en-2""]"
Starbl00d,"[""en-2"", ""es-2"", ""fr-1"", ""it-N"", ""ca-1"", ""de-1""]"
StarryPenguin,"[""en-5"", ""it-N"", ""pt-3"", ""de-3""]"
Stef Mec,"[""en-2"", ""es-3"", ""fr-2"", ""it-N""]"
Stefano Nesti,"[""en-1"", ""it-N""]"
Stefano.1991,"[""it-N""]"
Stefanø,"[""la-1"", ""en-4"", ""eo-1"", ""es-2"", ""fr-2"", ""it-N"", ""el-1""]"
Strozzascotte,"[""fr-3"", ""it-N"", ""pt-1"", ""en-3"", ""es-4""]"
Stupeficium,"[""zh-N"", ""en-2"", ""es-1"", ""it-N"", ""la-1""]"
Sumail,"[""en-3"", ""it-N"", ""ja-1"", ""de-2""]"
Sunset2001,"[""en-3"", ""it-N""]"
Super nabla,"[""ur-0"", ""eo-3"", ""es-1"", ""hi-0"", ""it-N"", ""de-2"", ""ja-0""]"
SuperBowser,"[""ru-1"", ""zh-3"", ""de-2"", ""en-3"", ""it-N""]"
Superchilum,"[""la-1"", ""en-3"", ""es-2"", ""fr-1"", ""it-N""]"
THeK3nger,"[""it-N"", ""en-4"", ""es-1""]"
Tarassaco,"[""en-4"", ""it-N"", ""nap-2""]"
Tcp-ip,"[""en-2"", ""fr-1"", ""it-N""]"
